from_year,source_vintage,county_norm,from_precinct_norm,src_vtdst,dst_vtd20,name20,weight,match_method,transfer_method,confidence_tier,match_score
2000,2000,ANDERSON,01 ANDERSON CO,0052,000011,Glen Alpine,0.7635098467,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000019,North Clinton,0.1398734724,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000004,Claxton,0.0600217942,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000010,Fairview,0.0296063642,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000016,Lake City Middle School,0.0053669519,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000018,Norris,0.0015925468,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000015,Lake City,0.0000290239,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000001,Andersonville,0,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000007,Clinton Middle School,0,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000025,South Clinton,0,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000005,Clinton,0,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000006,Clinton High,0,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000002,Briceville,0,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000008,Dutch Valley,0,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000003,Bull Run,0,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000013,Hendrix Creek,0,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,01 ANDERSON CO,0052,000009,Emory Valley,0,tail_fuzzy_name,block_chain,low,0.846154
2000,2000,ANDERSON,02 ANDERSONVILL,0008,000001,Andersonville,0.9862388592,tail_fuzzy_name,block_chain,low,0.96
2000,2000,ANDERSON,02 ANDERSONVILL,0008,000018,Norris,0.0137611408,tail_fuzzy_name,block_chain,low,0.96
2000,2000,ANDERSON,02 ANDERSONVILL,0008,000010,Fairview,0,tail_fuzzy_name,block_chain,low,0.96
2000,2000,ANDERSON,02 ANDERSONVILL,0008,000011,Glen Alpine,0,tail_fuzzy_name,block_chain,low,0.96
2000,2000,ANDERSON,02 ANDERSONVILL,0008,000004,Claxton,0,tail_fuzzy_name,block_chain,low,0.96
2000,2000,ANDERSON,02 ANDERSONVILL,0008,000016,Lake City Middle School,0,tail_fuzzy_name,block_chain,low,0.96
2000,2000,ANDERSON,02 ANDERSONVILL,0008,000019,North Clinton,0,tail_fuzzy_name,block_chain,low,0.96
2000,2000,ANDERSON,02 ANDERSONVILL,0008,000015,Lake City,0,tail_fuzzy_name,block_chain,low,0.96
2000,2000,ANDERSON,02 ANDERSONVILL,0008,000007,Clinton Middle School,0,tail_fuzzy_name,block_chain,low,0.96
2000,2000,ANDERSON,02 ANDERSONVILL,0008,000002,Briceville,0,tail_fuzzy_name,block_chain,low,0.96
2000,2000,ANDERSON,02 ANDERSONVILL,0008,000025,South Clinton,0,tail_fuzzy_name,block_chain,low,0.96
2000,2000,ANDERSON,03 BRICEVILLE,0012,000002,Briceville,0.9997354814,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000020,Norwood,0.0001774324,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000024,Rosedale,0.0000870862,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000016,Lake City Middle School,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000008,Dutch Valley,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000007,Clinton Middle School,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000006,Clinton High,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000015,Lake City,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000023,Robertsville,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000017,Marlow,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000011,Glen Alpine,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000018,Norris,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000022,Pine Valley,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000014,Highland View,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000019,North Clinton,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000009,Emory Valley,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,03 BRICEVILLE,0012,000012,Glenwood,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000003,Bull Run,0.9959362307,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000005,Clinton,0.0040637693,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000009,Emory Valley,0,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000006,Clinton High,0,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000004,Claxton,0,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000025,South Clinton,0,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000008,Dutch Valley,0,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000012,Glenwood,0,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000013,Hendrix Creek,0,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000019,North Clinton,0,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000022,Pine Valley,0,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000027,Woodland,0,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000017,Marlow,0,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,04 BLOCKHOUSE V,0010,000007,Clinton Middle School,0,tail_fuzzy_name,block_chain,low,0.8
2000,2000,ANDERSON,05 CLINTON,0028,000005,Clinton,0.8902791683,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000006,Clinton High,0.1097208317,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000025,South Clinton,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000007,Clinton Middle School,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000019,North Clinton,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000009,Emory Valley,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000011,Glen Alpine,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000004,Claxton,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000003,Bull Run,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000008,Dutch Valley,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000012,Glenwood,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000016,Lake City Middle School,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000017,Marlow,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000020,Norwood,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,05 CLINTON,0028,000002,Briceville,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000006,Clinton High,0.6261093112,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000009,Emory Valley,0.3254227262,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000005,Clinton,0.0484679626,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000008,Dutch Valley,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000003,Bull Run,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000016,Lake City Middle School,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000007,Clinton Middle School,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000012,Glenwood,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000017,Marlow,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000019,North Clinton,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000020,Norwood,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000002,Briceville,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000025,South Clinton,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000004,Claxton,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000011,Glen Alpine,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000022,Pine Valley,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000013,Hendrix Creek,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,06 CLINTON HIGH,0032,000027,Woodland,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000004,Claxton,0.5928085587,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000003,Bull Run,0.4063773664,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000025,South Clinton,0.0008140749,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000013,Hendrix Creek,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000009,Emory Valley,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000010,Fairview,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000019,North Clinton,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000026,West Hills,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000011,Glen Alpine,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000005,Clinton,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000012,Glenwood,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000027,Woodland,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000001,Andersonville,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000021,Oak Ridge City Hall,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000006,Clinton High,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000022,Pine Valley,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,07 CLAXTON,0024,000007,Clinton Middle School,0,tail_exact_name,block_chain,medium,0.985
2000,2000,ANDERSON,08 CLINTON MIDDL,0036,000007,Clinton Middle School,0.7225322515,tail_fuzzy_name,block_chain,low,0.764706
2000,2000,ANDERSON,08 CLINTON MIDDL,0036,000006,Clinton High,0.2417656944,tail_fuzzy_name,block_chain,low,0.764706
2000,2000,ANDERSON,08 CLINTON MIDDL,0036,000009,Emory Valley,0.0276131867,tail_fuzzy_name,block_chain,low,0.764706
2000,2000,ANDERSON,08 CLINTON MIDDL,0036,000005,Clinton,0.0044714036,tail_fuzzy_name,block_chain,low,0.764706
2000,2000,ANDERSON,08 CLINTON MIDDL,0036,000019,North Clinton,0.0036174637,tail_fuzzy_name,block_chain,low,0.764706
2000,2000,ANDERSON,08 CLINTON MIDDL,0036,000008,Dutch Valley,0,tail_fuzzy_name,block_chain,low,0.764706
